,Beta,Beta,Beta,Beta,Beta,Beta,Avg_Return,Avg_Return,Avg_Return,Avg_Return,Avg_Return,Avg_Return,Volatility,Volatility,Volatility,Volatility,Volatility,Volatility,Max_Drawdown,Max_Drawdown,Max_Drawdown,Max_Drawdown,Max_Drawdown,Max_Drawdown
,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count
Type,,,,,,,,,,,,,,,,,,,,,,,,
Crypto,1.1529777353250503,1.161792789527131,0.20479670204088887,0.9529031280384369,1.3354222342075024,4,-0.01209224506248351,-0.013101137169425474,0.005058031395106943,-0.016846721346141565,-0.0053199845649415205,4,0.061972877795828676,0.06217878183011664,0.010859137279823952,0.05009883477718371,0.07343511274589773,4,-0.37771116075129785,-0.3983147860655859,0.05466672450873092,-0.41628696667022913,-0.29792810420379057,4
Stock,0.9817493700594195,0.9527047687062167,1.0488319282072274,-1.4573677158558518,2.8092555356359035,30,0.005498901060193121,0.0035503973283039156,0.011675041354323049,-0.0062208519323193375,0.051723667944823554,30,0.045788368620214084,0.04109317032378612,0.02065224502449461,0.018115131920065825,0.09985311694200612,30,-0.18581485696519756,-0.16734841248677998,0.07701900616995724,-0.36365918675754016,-0.06467897345469503,30
